,Film,Film Studio/Producer(s),Award,Year of Release,Movie Time,Movie Genre,IMDB Rating,Movie Info,Critic Consensus,Content Rating,Directors,Actors,Streaming Release Date,Tomatometer Status,Tomatometer Rating,Audience Status,Audience Rating,Film ID
98,The Wizard of Oz,Metro-Goldwyn-Mayer,Nominee,1939,102,"Adventure,Family,Fantasy",8.0,"When a tornado rips through Kansas, Dorothy (Judy Garland) and her dog, Toto, are whisked away in their house to the magical land of Oz. They follow the Yellow Brick Road toward the Emerald City to meet the Wizard, and en route they meet a Scarecrow (Ray Bolger) that needs a brain, a Tin Man (Jack Haley) missing a heart, and a Cowardly Lion (Bert Lahr) who wants courage. The wizard asks the group to bring him the broom of the Wicked Witch of the West (Margaret Hamilton) to earn his help.","An absolute masterpiece whose groundbreaking visuals and deft storytelling are still every bit as resonant, The Wizard of Oz is a must-see film for young and old.",G,"King Vidor, Victor Fleming","Judy Garland, Ray Bolger, Jack Haley, Bert Lahr, Margaret Hamilton, Billie Burke, Charley Grapewin, Clara Blandick, Pat Walshe, Lee Murray, The Singer Midgets, George Ministeri, Harry Monty, Harlan Briggs, Jerry Maren, Yvonne Moray, Billy Bletcher, Tyler Brooke, Adriana Caselotti, Pinto Colvig, Billy Curtis, Major Doyle, Daisy Earles, Harry Earles, Buddy Ebsen, Charles Irwin, Lois January, Mitchell Lewis, Walter Miller, Frank Packard, Lillian Porter, Jimmy Rosen, Oliver Smith, Terry, Carol Tevis, Bobby Watson, Gus Wayne, Abe Dinovitch, Clarence Swensen, Mickey Carroll, The Munchkins, Meinhardt Raabe, Karl Slover",2009-09-29,Certified-Fresh,98.0,Upright,89.0,736cefc8-1a8f-4249-943d-7dce78308ddf
99,Wuthering Heights,Samuel Goldwyn Productions,Nominee,1939,104,"Drama,Romance",7.6,"In this adaptation of the classic Emily Bronte novel set in 19th-century England, wealthy young Cathy Earnshaw (Merle Oberon) shares a loving bond with Heathcliff (Laurence Olivier), a poor childhood friend who now works in her stables. Unfortunately, things become complicated when the affluent Edgar Linton (David Niven) decides to pursue Cathy, and Heathcliff leaves out of resentment. Though Heathcliff returns with a self-made fortune, he realizes he may have lost Cathy in his absence.","Sumptuous design and perfect casting makes Wuthering Heights an exemplar of old Hollywood studio filmmaking, even if to a fault.",G,William Wyler,"Merle Oberon, Laurence Olivier, David Niven, Geraldine Fitzgerald, Donald Crisp, Flora Robson, Hugh Williams, Leo G Carroll, Cecil Humphreys, Miles Mander, Sarita Wooten, Rex Downing, Douglas Scott, Cecil Kellaway, Romaine Callender, Helena Grant, Mme. Alice Ehlers, Susanne Leach, Tommy Martin, Schuyler Standish, William Stelling, Harold Entwistle, Mme. Alice Ahlers, Vernon P. Downing, Frank Benson, Eric Wilton, Sam Harris",2016-02-01,Fresh,96.0,Upright,85.0,961860de-899b-4c9a-85ba-d5fb0359cbfb
102,Foreign Correspondent,Walter Wanger (production company),Nominee,1940,120,"Action,Romance,Thriller",7.5,"Crime reporter John Jones (Joel McCrea) is turning in nothing but dull copy. His editor, unhappy with his work, hopes a change of scenery will be the thing Jones needs to get back on track. Re-assigned to Europe as a foreign correspondent, Jones is very much out of his element. When he stumbles on a spy ring, he feels ill-equipped to unravel the truth alone and he seeks help from a beautiful politician's daughter (Laraine Day) and an urbane English journalist (George Sanders).","Alfred Hitchcock's Foreign Correspondent features a winning combination of international intrigue, comic relief, and some of the legendary director's most memorable set pieces.",PG,Alfred Hitchcock,"Joel McCrea, Laraine Day, George Sanders, Herbert Marshall, Edmund Gwenn, Albert Basserman, Robert Benchley, Harry Davenport, Eduardo Ciannelli, Barbara Pepper, Martin Kosleck, Eddie Conrad, Charles Wagenheim, Crauford Kent, Albert Bassermann, Frances Carson, Alexander Granach, Sam Adams, Dorothy Vaughan, Betty Bradley, Mary Young, Jack Rice, Jackie McGee, Henry Blair, Rebecca Bohannen, Marten Lamont, Barry Bernard, Hilda Plowright, Gertrude W. Hoffman, Ted Offenbecker, June Novak, Roy Gordon, Bert White, Thomas Pogue, Jack Voglin, William Stelling, John Meredith, George Cathrey, Leonard Mudie, Holmes Herbert, Frederick Sewall, Emory Parnell, James Finlayson, Hermina Milar, Loulette Sablon, Douglas Gordon, Colin Kenny, Paul Sutton, Robert C. Fischer, Jack Dawson, Ken Christy, Horace B. Carpenter, Thomas Mizer, June Heiden, Terry Kilburn, Hans Von Morhart, George B. French, Otto Hoffman, Charles Halton, John George, Joan Leslie, Paul Irving, Ferris Taylor, Gwendolen Logan, John T. Murray, Harry Depp, Ted Mapes, Meeka Aldrich, Willy Castello, Bill Gavier, Jane Novak, Ian Wolfe, Ernie Stanton, Donald Stuart, Helena Phillips Evans, Herbert Evans, Harry Semels, Frank Benson, Barbara Boudwin, Louis Borell, Gino Corrado, Elspeth Dudgeon, William Yetter Jr., Gwendolyn Logan, Eily Malyon, Bunny Beatty, John Burton, Raymond Severn, George Offerman, Lawrence Osman, Richard Hammond, Joe O'Brien, Billy Bester, Billy Horn, Ronald Brown, Louise Brien, Jack Alfred, George Offerman Jr., E.E. Clive, Alfred Hitchcock, Wheaton Chambers",2016-11-19,Fresh,95.0,Upright,81.0,d0f8a19e-333c-4dde-aedc-5a15d1df26e0
103,The Grapes of Wrath,20th Century-Fox,Nominee,1940,129,"Drama,History",8.1,"The Joad clan, introduced to the world in John Steinbeck's iconic novel, is looking for a better life in California. After their drought-ridden farm is seized by the bank, the family -- led by just-paroled son Tom (Henry Fonda) -- loads up a truck and heads West. On the road, beset by hardships, the Joads meet dozens of other families making the same trek and holding onto the same dream. Once in California, however, the Joads soon realize that the promised land isn't quite what they hoped.","A potent drama that is as socially important today as when it was made, The Grapes of Wrath is affecting, moving, and deservedly considered an American classic.",G,John Ford,"Henry Fonda, Jane Darwell, John Carradine, Dorris Bowdon, Doris Bowden, Charley Grapewin, Russell Simpson, O.Z. Whitehead, John Qualen, Eddie Quillen, Eddie Quillan, Zeffie Tilbury, Frank Sully, Frank Darien, Darryl Hickman, Shirley Mills, Grant Mitchell, Ward Bond, Frank Faylen, Joe Sawyer, Harry Tyler, John Arledge, Hollis Jewell, Harry Cording, Paul Guilfoyle, Charles D. Brown, Roger Imhof, William Pawley, Arthur Ayleswofth, Charles Tannen, Selmer Jackson, Ben Hall, Eddy Waller, David Hughes, Herbert Heywood, Cliff Clark, Adrian Morris, Robert E. Homans, Irving Bacon, Frank O'Connor, Kitty McHugh, Georgia Simmons, James Flavin, George O'Hara, Dick Rich, Thornton Edwards, Jack Pennick, Walter McGrail, Tom Tyler, Robert ""Buddy"" Shaw, Paul Sutton, Pat Flaherty, Lee Shumway, Ralph Dunn, George Breakston, Ted Oliver, Gloria Roy, Norman Willis, Erville Alderson, Harry Strang, Rex Lease, Inez Palange, Louis Mason, Harry Tenbrook, Walter Miller, Trevor Bardette, David Hilary Hughes, William Haade, Selmar Jackson, Peggy Ryan, Wally Albright, Mae Marsh, Francis Ford, Charles B. Middleton, Shirley ""Muggsy"" Coates, Gaylord ""Steve"" Pendleton",2016-11-30,Certified-Fresh,100.0,Upright,88.0,1709969c-4b54-4c2b-a3ef-384c9a800499
104,The Great Dictator,Charles Chaplin Productions,Nominee,1940,125,"Comedy,Drama,War",8.4,"After dedicated service in the Great War, a Jewish barber (Charles Chaplin) spends years in an army hospital recovering from his wounds, unaware of the simultaneous rise of fascist dictator Adenoid Hynkel (also Chaplin) and his anti-Semitic policies. When the barber, who bears a remarkable resemblance to Hynkel, returns to his quiet neighborhood, he is stunned by the brutal changes and recklessly joins a beautiful girl (Paulette Goddard) and her neighbors in rebelling.","Charlie Chaplin demonstrates that his comedic voice is undiminished by dialogue in this rousing satire of tyranny, which may be more distinguished by its uplifting humanism than its gags.",G,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner, Henry Daniell, Billy Gilbert, Maurice Moscovich, Emma Dunn, Grace Hayle, Carter DeHaven Sr., Bernard Gorcey, Paul Weigel, Chester Conklin, Hank Mann, Esther Michelson, Florence Wright, Eddie Gribbon, Rudolph Anders, Eddie Dunn, Nita Pike, Peter George Lynn, Carter DeHaven, Henry Bergman",2017-05-22,Certified-Fresh,93.0,Upright,95.0,0abfd0f9-e6e1-4472-8b47-c36c4d34b76e
109,The Philadelphia Story,Metro-Goldwyn-Mayer,Nominee,1940,112,"Comedy,Romance",7.9,"This classic romantic comedy focuses on Tracy Lord (Katharine Hepburn), a Philadelphia socialite who has split from her husband, C.K. Dexter Haven (Cary Grant), due both to his drinking and to her overly demanding nature. As Tracy prepares to wed the wealthy George Kittredge (John Howard), she crosses paths with both Dexter and prying reporter Macaulay Connor (James Stewart). Unclear about her feelings for all three men, Tracy must decide whom she truly loves.","Offering a wonderfully witty script, spotless direction from George Cukor, and typically excellent lead performances, The Philadelphia Story is an unqualified classic.",NR,George Cukor,"Katharine Hepburn, Cary Grant, James Stewart, Ruth Hussey, John Howard, Roland Young, Virginia Weidler, John Halliday, Mary Nash, Henry Daniell, Lionel Pape, Rex Evans, Russ Clark, Hilda Plowright, Lita Chevret, Lee Phelps, David Clyde, Claude King, Robert de Bruce, Veda Buckland, Dorothy Fay, Florine McKinney, Helene Whitney, Hillary Brooke",2008-08-15,Certified-Fresh,100.0,Upright,93.0,c75809c1-8391-4a67-924b-4a5dfcfdaef0
110,How Green Was My Valley,20th Century-Fox,Winner,1941,118,"Drama,Family",7.7,"Huw Morgan (Roddy McDowall), the academically inclined youngest son in a proud family of Welsh coal miners, witnesses the tumultuous events of his young life during a period of rapid social change. At the dawn of the 20th century, a miners' strike divides the Morgans: the sons demand improvements, and the father (Donald Crisp) doesn't want to rock the boat. Meanwhile, Huw's eldest sister, Angharad (Maureen O'Hara), pines for the new village preacher, Mr. Gruffydd (Walter Pidgeon).","Though it perhaps strays into overly maudlin territory, this working-class drama is saved by a solid cast and director John Ford's unmistakeable style.",NR,John Ford,"Walter Pidgeon, Maureen O'Hara, Donald Crisp, Roddy McDowall, Anna Lee, Sara Allgood, Frederic Worlock, Barry Fitzgerald, John Loder, Patric Knowles, Morton Lowry, The Welsh Singers, Arthur Shields, Ann Todd, Frederic Worlock, Richard Fraser, Rhys Williams, Clifford Severn, Lionel Pape, Ethel Griffies, Eve March, Marten Lamont, Mary Field, Evan S. Evans, Dennis Hoey, James Monks, Mary Gordon, Tudor Williams, Ann E. Todd, Irving Pichel, Ruth Clifford, Minta Durfee, Herbert Evans, Pauline Garon, Gibson Gowland, Ben Hall, Louis Jean Heydt, Mae Marsh, Una O'Connor, Tiny Jones, J.M. Kerrigan",2016-04-19,Certified-Fresh,89.0,Upright,81.0,86576fae-02a5-4f78-afe5-908908310def
112,Citizen Kane,Mercury,Nominee,1941,119,"Drama,Mystery",8.3,"When a reporter is assigned to decipher newspaper magnate Charles Foster Kane's (Orson Welles) dying words, his investigation gradually reveals the fascinating portrait of a complex man who rose from obscurity to staggering heights. Though Kane's friend and colleague Jedediah Leland (Joseph Cotten), and his mistress, Susan Alexander (Dorothy Comingore), shed fragments of light on Kane's life, the reporter fears he may never penetrate the mystery of the elusive man's final word, ""Rosebud.""","Orson Welles's epic tale of a publishing tycoon's rise and fall is entertaining, poignant, and inventive in its storytelling, earning its reputation as a landmark achievement in film.",PG,Orson Welles,"Orson Welles, Dorothy Comingore, Joseph Cotten, Everett Sloane, George Coulouris, Agnes Moorehead, Ruth Warrick, Harry Shannon, Ray Collins, Sonny Bupp, Erskine Sanford, William Alland, Fortunio Bonanova, Paul Stewart, Gus Schilling, Buddy Swan, Philip Van Zandt, Georgia Backus, Alan Ladd, Pedro de Cordoba, Charles Bennett, Arthur O'Connell, Joan Blair, Edmund Cobb, Eddie Coke, Gino Corrado, Herbert Corthell, Louise Currie, Robert Dudley, Al Eben, Edith Evanson, Arthur Kay, Ellen Lowe, Milton Kibbee, Irving Mitchell, Benny Rubin, Walter Sande, Tudor Williams, Agnes Morehead, Herbert Carter",2016-06-28,Certified-Fresh,100.0,Upright,90.0,765e5aea-e5af-4695-9be2-f3ef765b8012
116,The Maltese Falcon,Warner Bros.,Nominee,1941,100,"Crime,Film-Noir,Mystery",8.0,"In this noir classic, detective Sam Spade (Humphrey Bogart) gets more than he bargained for when he takes a case brought to him by a beautiful but secretive woman (Mary Astor). As soon as Miss Wonderly shows up, trouble follows as Sam's partner is murdered and Sam is accosted by a man (Peter Lorre) demanding he locate a valuable statuette. Sam, entangled in a dangerous web of crime and intrigue, soon realizes he must find the one thing they all seem to want: the bejeweled Maltese falcon.","Suspenseful, labyrinthine, and brilliantly cast, The Maltese Falcon is one of the most influential noirs -- as well as a showcase for Humphrey Bogart at his finest.",PG,John Huston,"Humphrey Bogart, Mary Astor, Peter Lorre, Sydney Greenstreet, Gladys George, Barton MacLane, Lee Patrick, Ward Bond, Jerome Cowan, Walter Huston, James Burke, Murray Alper, John Hamilton, Emory Parnell, Creighton Hale, Elisha Cook Jr., Charles Drake, William Hopper, Hank Mann, Jack Mower, Robert E. Homans",2016-05-19,Certified-Fresh,100.0,Upright,91.0,86d1ae85-1bda-4459-912d-d21a430496b9
119,Suspicion,RKO Radio,Nominee,1941,99,"Film-Noir,Mystery,Thriller",7.4,"Charming scoundrel Johnnie Aysgarth (Cary Grant) woos wealthy but plain Lina McLaidlaw (Joan Fontaine), who runs away with him despite the warnings of her disapproving father (Cedric Hardwicke). After their marriage, Johnnie's risky financial ventures cause Lina to suspect he's becoming involved in unscrupulous dealings. When his dear friend and business partner, Beaky (Nigel Bruce), dies under suspicious circumstances on a business trip, she fears her husband might kill her for her inheritance.","Not even notorious studio meddling can diminish the craft and tantalizing suspense of Suspicion, a sly showcase for Joan Fontaine's nervy prowess and Alfred Hitchcock's flair for disquiet.",NR,Alfred Hitchcock,"Joan Fontaine, Cary Grant, Cedric Hardwicke, Nigel Bruce, Dame May Whitty, Isabel Jeans, Heather Angel, Auriol Lee, Reginald Sheffield, Leo G Carroll, Maureen Roden-Ryan, Carol Curtis Brown, Constance Worth, Violet Shelton, Pax Walker, Leonard Carey, Gertrude W. Hoffman, Kenneth Hunter, Clyde Cook, Faith Brook, Isobel Sedbusk, Reginald Sheffield, Dorothy Lloyd, Rex Evans, Reggie Wetherby, Constance Worth, Edward Fielding, Hilda Plowright, Ben Webster, Gavin Gordon, Nondas Metcalf, Lumsden Hare, Clara Reid, Vernon P. Downing, Billy Bevan, Alec Craig, Aubrey Mather, Elsie Weller",2016-04-27,Fresh,97.0,Upright,78.0,d7422da7-0391-4b9e-a1e6-99a169b7d9fe
120,Mrs. Miniver,Metro-Goldwyn-Mayer,Winner,1942,134,"Drama,Romance,War",7.6,"A moving drama about a middle-class English family learning to cope with war, told in a series of dramatic vignettes. The family, headed by the lovely and gracious matriarch, endures the departure of the father for the beaches at Dunkirk, the discovery of a wounded Nazi pilot, the death of the daughter-in-law in an air raid, and the entry of the son into the Royal Air Force.","An excessively sentimental piece of propaganda, Mrs. Miniver nonetheless succeeds, due largely to Greer Garson's powerful performance.",G,William Wyler,"Greer Garson, Walter Pidgeon, Teresa Wright, Richard Ney, Dame May Whitty, Henry Travers, Reginald Owen, Henry Wilcoxon, Clare Sandars, Christopher Severn, Brenda Forbes, Rhys Williams, Marie de Becker, Helmut Dantine, Mary Field, Tom Conway, Paul Scardon, Ben Webster, Aubrey Mather, Forrester Harvey, John Abbott, Connie Leon, Billy Bevan, Florence Wix, Bobby Hale, Alice Monk, Ottola Nesmith, Douglas Gordon, Gerald Oliver Smith, Alec Craig, Clara Reid, Harry Allen, Leslie Vincent, John Burton, Leonard Carey, Clare Sanders, Eric Lonsdale, Guy Bellis, Charles Irwin, Ian Wolfe, David Thursby, Charles Bennett, Arthur Wimperis, David Clyde, St. Luke's Choristers, Colin Campbell, Herbert Clifton, Leslie Francis, David Dunbar, Art Berry Sr., Sidney D'Albrook, Gene Byram, Virginia Bassett, Aileen Carlyle, Irene Denny, Herbert Evans, Eula Morgan, Vernon Steele, Vivie Steele, Marek Windheim, Tudor Williams, Kitty Watson, Hugh Greenwood, Sybil Bacon, Flo Benson, Thomas Lockyear, Harold Howard, Miles Mander, Billy Engle, Louise M. Bates, Edward Cooper, Walter Byron, Ted Billings, Dan Maxwell, Frank Atkinson, Henry King, Gil Perkins, John Power, Thomas Louden, Peter Lawford, Stanley Mann, Leslie Sketchley, Emerson Fisher-Smith, Frank Baker, Colin Kenny",2017-01-12,Fresh,93.0,Upright,85.0,697603ab-2be4-4a8c-88be-b96bdfe299cf
